Name	Description	sw480.1	sw480.2	sw480.3	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3
NM_001025	RPS23	140.4388428	148.6629639	161.3334351	177.4662018	195.7740479	190.5040894	166.2091675	169.2074127	172.7501221
NM_001017971	ATP6AP1L	0.764795125	0.634292126	0.439747393	0.250690728	0.067026645	0.203607365	0.564332187	0.426673144	0.241454273
NM_174909	TMEM167A	19.78933144	20.22959137	21.58242416	25.2184124	27.71247101	27.3878746	22.84764099	22.39790726	22.84288216
NR_003139	SCARNA18	0	0	0	0	0	0	0	0	0
NM_022550	XRCC4	6.828206539	8.551215172	8.020525932	7.44203043	7.959039211	7.634916782	7.753603458	7.809274673	7.922345638
NM_004385	VCAN	0	0	0.003835242	0	0	0	0	0.004341418	0
NM_001884	HAPLN1	0	0	0	0	0.010860667	0	0	0	0
NM_005711	EDIL3	0.016243968	0	0	0	0	0	0	0	0
NR_003719	NBPF22P	0.342493147	0.699662089	0.426433116	0.531782389	0.436023325	0.575874567	0.461105227	0.643618405	0.785357058
NM_001867	COX7C	264.9310303	286.8222351	296.3570251	356.1191101	384.8538208	370.7311707	310.2834473	309.776947	302.863739
NR_037402	MIR3607	0	0	0	0	0	0	0	0	0
NM_002890	RASA1	7.280578613	8.210539818	7.838681221	6.087165833	6.625887394	6.181351185	7.314701557	6.833126068	6.62444067
NM_001199189	CCNH	21.67367363	21.3473568	20.79556274	26.69648743	28.01243019	26.86447906	28.91444969	27.89813042	27.07736206
NM_153354	TMEM161B	5.400836945	6.375980854	6.076206207	7.032483578	7.795244694	7.615574837	6.33968401	6.545666218	6.350042343
NR_039993	TMEM161B-AS1	0.198532447	0.131724238	0.195691913	0.780918777	0.347987622	0.28188929	0.325543195	0.295359135	0.250715554
NR_024384	LINC00461	0.203494355	0.08100985	0.106977507	0.080043629	0.085604377	0.158913985	0.146818966	0.060548205	0.128490835
NM_002397	MEF2C	0	0	0	0.088534042	0.102575012	0.119843446	0	0	0
NM_004365	CETN3	17.43280792	19.60421753	17.71733093	15.39946365	17.34972191	15.52258778	18.07179642	16.86874008	17.02424812
NM_203406	MBLAC2	1.862401128	1.628856182	1.780125618	3.019065857	3.133840084	3.077071667	1.710166693	1.952095985	1.796013594
NM_006467	POLR3G	2.735335588	3.234561443	3.319514751	7.679034233	8.10424614	7.73629427	5.324440002	5.021105289	5.404312611
NM_198273	LYSMD3	4.502087593	4.074329376	4.415317535	4.984773159	5.223735332	6.001892567	4.273174763	4.479266644	4.435928345
NM_032119	GPR98	0.027486948	0.029842867	0.027093675	0.363672078	0.394192815	0.377859652	0.022126094	0.016728818	0.014200254
NM_020801	ARRDC3	3.854547977	3.870843887	3.97105813	2.61447978	2.478648901	2.460349798	4.192082882	4.145391464	4.10161829
NR_027435	ARRDC3-AS1	0.444092631	0.249812737	0.323546022	0.379743338	0.426430881	0.370106429	0.379930496	0.323159724	0.329176873
NR_015369	FLJ42709	0.700345635	0.668558896	0.535354376	0.140549973	0.090188518	0.076101765	1.504625916	1.339602232	1.54323566
NM_005654	NR2F1	12.20960999	11.26413155	10.02413464	1.040166497	0.937618315	0.981586576	13.45449543	15.27562046	13.56781197
NR_049801	MIR548AO	0	0	0	0	0	0	0	0	0
NM_032042	FAM172A	4.257791996	3.707813978	3.763061762	1.560045362	1.840648413	1.907381177	3.796303034	3.32325983	3.59646678
NR_031754	MIR2277	0	0	0	0	0	0	0	0	0
NM_153216	POU5F2	0	0.03712691	0	0	0	0	0	0	0.035332501
NM_001145678	KIAA0825	0.093403377	0.126157656	0.111795634	0.052485451	0.063148148	0.056837227	0.157533959	0.096773863	0.056870632
NM_032290	ANKRD32	7.031682968	6.94773674	6.456515789	5.494387627	6.555638313	6.071376324	8.862664223	7.563107014	8.37592411
NM_024717	MCTP1	0.11114163	0.122902215	0.133896217	0.097149067	0.077923611	0.118354596	0.20654352	0.261799037	0.163746998
NM_152548	FAM81B	0	0	0	0	0	0	0	0	0
NM_014639	TTC37	18.09914589	18.92323494	17.78175163	20.08839607	20.79811859	19.75177193	20.63991737	18.76778412	19.42045403
NM_198150	ARSK	2.642944574	2.32850647	2.291945219	2.329138041	2.415003061	2.4453578	2.543421984	2.175459146	1.737207532
NM_199243	GPR150	0.111056469	0	0	0	0	0	0	0.082610033	0.070123509
NM_001131065	RFESD	0.483095586	0.566649437	0.561216414	0.831353128	0.598787308	0.496074826	0.645040631	0.693039179	0.669992507
NM_031952	SPATA9	0.078680068	0.195762798	0.038777169	0.038685579	0.082746252	0.041893154	0.193523228	0	0.111780748
NM_014899	RHOBTB3	29.79639244	28.4364357	28.92520332	14.89360046	15.14327812	14.88996792	40.78332138	37.5752449	39.26134872
NM_002064	GLRX	38.8060379	38.6503067	38.77124023	23.0751152	24.52393913	25.0820713	50.58827209	51.08843613	48.86707687
NR_026936	C5orf27	0.025213758	0.125468031	0.124265045	0.024794308	0.13258402	0.080550306	0	0.056266226	0.119403936
NM_012081	ELL2	2.317196846	2.353868008	2.528199673	4.879450798	4.579784393	5.215954304	3.333183527	3.164998293	3.345016241
NR_030309	MIR583	0	0	0	0	0	0	0	0	0
NM_000439	PCSK1	0.074811555	0.08376193	0.046088237	0	0.009834727	0	0	0	0
NM_001042440	CAST	42.57159805	42.51705933	40.98662949	49.29599762	54.14252472	53.65540314	48.62903976	46.31290436	47.29824448
NM_016442	ERAP1	5.623426437	5.674120426	5.875546932	14.51379871	15.14905357	14.85118389	5.455996513	5.260952473	5.014759541
NM_022350	ERAP2	1.078262568	1.512513638	1.071203947	2.270931959	2.589419365	2.477306366	1.36991322	1.079955459	1.214251876
NM_005575	LNPEP	5.944129467	5.66841507	5.656678677	7.131197929	8.069889069	7.607384682	6.794458866	6.306777	6.817276001
NM_153234	LIX1	0.073067144	0.109078422	0.036010865	0.02395054	0.025614418	0.025936373	0.107830539	0.054351445	0.115340523
NM_018343	RIOK2	9.459555626	8.807873726	10.0932188	8.966542244	9.820223808	9.904713631	11.23768902	10.4868145	10.48348999
NM_001012761	RGMB	2.837395668	2.59292531	2.588858843	2.821310759	3.106055737	3.201259136	3.196294069	2.918767452	2.907178164
NR_033932	FLJ35946	0	0.094737627	0.046914645	0	0.100110732	0	0.070240356	0.026553223	0.045079395
NM_001270	CHD1	13.57934856	14.34115219	13.51043034	13.10329914	13.72247314	13.0902586	14.58193588	14.41699791	14.80307007
NR_036530	LOC100289230	0.669535458	0.922631383	0.837636471	0.860980988	0.920794606	1.014636159	0.53204447	0.574659288	0.63413924
NR_027503	LOC100133050	0	0	0.067929193	0	0.072476745	0	0	0	0.065271877
NM_198507	FAM174A	5.940981388	5.873771191	5.008404255	3.459167004	2.630741835	3.496248245	5.306670666	5.494970322	6.108148575
NM_005668	ST8SIA4	0.007643918	0	0	0	0	0.008139999	0.00752046	0	0
NM_180991	SLCO4C1	0.018120617	0.009017132	0.008930677	0.044547915	0.076228358	0.048241559	0	0	0
NM_173488	SLCO6A1	0.019147664	0.019056419	0.018873706	0.01882913	0.020137217	0.020390326	0	0	0
NM_000919	PAM	38.31635284	40.84537125	38.312397	13.66339684	14.4126997	14.73844719	30.43051147	26.5020771	27.37447739
NM_017676	GIN1	1.878478289	2.357228994	2.348045588	2.222028255	2.562499046	2.087362766	2.182946444	2.00484705	2.024127007
NM_015216	PPIP5K2	11.44607162	11.71023369	11.57991982	15.19648647	16.1848526	14.47859192	13.40362453	12.48549652	13.20672512
NM_033211	C5orf30	7.479154587	7.619218349	7.387965679	8.001823425	8.169502258	7.964542866	7.753119946	7.288550854	7.752607346
NM_031438	NUDT12	3.850360632	3.142801285	3.767966986	2.397086382	3.2336514	2.817074537	3.393004179	2.982593775	3.423798084
NM_001962	EFNA5	0.416539788	0.567759812	0.606944442	3.606351852	3.733088732	3.635367632	0.356358439	0.282902569	0.308753729
NM_001163315	FBXL17	3.418830633	3.661427021	3.33328557	2.695045948	2.706407309	2.809677362	2.751215696	2.82991004	2.859724283
NR_046368	HP07349	2.874253035	1.320256591	2.506229639	4.022237778	1.860181212	1.530394316	2.066491604	1.110131264	1.884669423
NM_005246	FER	2.554675102	2.428414345	2.614974499	2.190102339	2.531698704	1.988036036	2.835646629	2.612927198	2.745335102
NM_014819	PJA2	16.13295364	17.35951805	16.72364044	12.20576572	12.9806757	14.6124773	15.7357254	13.51727581	14.82898235
NM_002372	MAN2A1	6.311896324	6.431831837	6.193730354	11.04271221	11.24513149	11.30621815	6.562158585	6.306908607	6.656332016
NM_001039763	TMEM232	0.045403723	0.060249805	0.029836068	0.059531193	0.09550038	0.080583952	0.014890134	0.033773836	0.043003373
NM_138773	SLC25A46	21.47553062	17.98324585	20.22654533	19.70902252	19.70214462	19.79496574	19.24875832	18.9332695	19.17957687
NR_045089	TSLP	0.113402724	0.037620772	0.037260067	0.09912549	0.172269315	0.067090236	0.08677756	0.042177655	0.095473312
NM_139281	WDR36	12.29724503	13.17222309	13.57325649	15.64552402	17.57253075	16.64620018	15.25667763	15.07845974	15.07602119
NM_001744	CAMK4	1.401214361	1.265810609	1.019938231	1.356705546	1.405615568	1.561020136	0.933194816	0.841859221	0.775864482
NM_139164	STARD4	24.62421989	27.24637794	23.74608421	10.80633259	9.851555824	11.33876038	32.64490891	28.26100349	30.45656776
NR_040093	STARD4-AS1	1.224133611	1.514173031	1.154906869	0.601884604	0.505763054	0.63316673	1.367811799	1.024401665	1.142854452
NM_001142483	NREP	5.283858299	5.091736317	4.071535587	2.494884253	2.293335438	2.72407341	4.703421116	3.930430412	4.428600788
NR_046678	NREP-AS1	0	0	0	0	0	0	0	0	0
NR_015370	EPB41L4A-AS1	12.78544426	10.83194637	11.56559944	13.08998108	13.14833736	13.05508614	13.49450111	11.55710125	12.87594414
NR_002922	SNORA13	0.726459563	0.361498833	0.716065645	0.357187152	0	0.386802971	1.429452896	0	0
NM_022140	EPB41L4A	16.16476631	15.72001648	16.97548676	1.877224684	1.921288252	2.360755444	18.71081734	18.97542953	19.15960503
NR_027706	FLJ11235	3.282838583	1.891533494	2.077768326	0.067962654	0.072684117	0.073597707	1.427919149	2.236320734	2.127405643
NM_001127510	APC	3.86012888	4.107904911	4.213508606	11.92688084	11.80852604	11.34462643	3.9293468	3.74506259	4.014906883
NM_001204199	SRP19	6.189125061	5.841872692	5.325897217	6.15861845	6.948077202	6.433868408	6.548267365	7.042746544	5.95497179
NM_005669	REEP5	36.44922256	36.2909584	35.92772293	44.12132645	45.16468811	43.33844376	38.75865555	38.16114044	36.24030304
NM_152624	DCP2	3.614453316	3.672662258	3.31993103	2.958054781	2.874600649	2.850196838	3.239151716	3.160817862	2.875988483
NM_001085377	MCC	2.977948427	2.897280455	2.842068434	2.599988461	2.786467314	2.66737628	4.140126228	4.130144596	4.291398525
NM_032028	TSSK1B	0	0	0	0	0.020502904	0	0.019180512	0	0
NM_022828	YTHDC2	9.220784187	9.184466362	9.179444313	9.587032318	9.576500893	9.647937775	9.117068291	9.186077118	9.705290794
NM_021614	KCNN2	0	0	0.018933743	0.018889023	0.040402543	0	0	0	0
NM_018700	TRIM36	2.939729929	3.066588879	2.597170353	2.398314476	2.908445835	2.910219431	2.442344427	2.405409813	2.402761459
NM_005023	PGGT1B	7.989590168	7.44022131	7.753045082	6.463031292	7.06107378	6.470687389	8.243990898	8.440263748	7.214852333
NM_152549	CCDC112	5.416296005	6.052474499	6.425294399	4.971112251	5.296475887	5.423762798	6.862020493	6.828001022	7.199934959
NM_020177	FEM1C	4.953121662	4.88816309	5.037896633	5.271167755	5.313980103	5.681671619	5.502705097	5.220611095	5.439034462
NM_001164469	TMED7-TICAM2	6.233491421	5.328893185	5.54037714	7.636044502	7.872368813	6.638038158	5.661058903	4.621959209	5.147029877
NM_021649	TICAM2	1.137811065	1.242482305	1.152685285	1.305363178	1.661962748	1.447252989	1.539222002	1.163755655	1.242300868
NM_181836	TMED7	25.24272346	24.57809448	24.81123924	30.52864265	34.60023117	31.1353035	24.0044632	23.6547184	23.54785347
NM_001801	CDO1	0	0	0	0	0.031478439	0.031874102	0	0.066794358	0
NR_033362	ATG12	13.53884506	12.96606636	13.85923576	16.52982903	17.22108459	16.99784279	14.46404648	13.26359177	14.1609726
NM_001284	AP3S1	71.65855408	66.16970825	66.90213776	98.66041565	106.5392914	101.3330688	60.69297028	60.00843048	61.51623535
NM_173800	AQPEP	0.041817408	0.020809066	0.030914325	0.061682615	0.043978531	0.022265654	0.020571006	0.058324005	0.029704992
NM_001195581	ARL14EPL	0.075248532	0.074889943	0.074171901	1.109950662	1.028785825	1.041716933	0.074033186	0	0.071270376
NM_016144	COMMD10	18.89636421	18.9751339	19.16104126	14.97903538	18.4814682	17.59383011	21.76201439	21.84133148	22.81352806
NM_020796	SEMA6A	0.077464305	0.056069206	0.069414519	0.069250569	0.096279964	0.037496205	0.055427764	0.039287928	0.053359281
NR_046089	LOC728342	0	0	0	0.0153691	0	0.016643414	0	0.017438706	0
NM_173666	DTWD2	1.592836261	1.39192307	1.436018229	1.117448568	1.184864998	1.00324595	0.936443985	0.812772095	0.763513029
NM_005509	DMXL1	2.745598316	3.038039684	2.834172487	3.205892801	3.042096615	3.130981922	2.718269587	2.22404933	2.604542494
NM_014350	TNFAIP8	3.469614029	3.525019169	3.13497448	5.876039982	5.24532795	5.259941578	2.773530483	3.360538483	3.445931673
NM_001199291	HSD17B4	24.33967972	23.68836021	23.84231949	29.90193176	33.0929718	31.61152077	25.33573532	25.75117493	26.28478622
NM_182761	FAM170A	0.035134226	0	0	0	0	0	0	0	0
NM_016644	PRR16	0	0	0.027009849	0	0	0	0	0	0
NM_152546	SRFBP1	6.933001041	5.984488487	7.219992161	9.12930584	9.387322426	8.834137917	6.95510006	7.1275177	7.227962971
NM_002317	LOX	0.14930518	0.148593679	0.183961228	0.715754211	0.736037254	0.67572844	0.082627729	0.08329618	0.106058918
NM_207317	ZNF474	0	0	0	0.024274856	0.025961267	0	0	0	0
NM_001195535	LOC100505841	0	0	0	0	0	0	0	0	0
NM_005460	SNCAIP	0	0	0	0.053242803	0	0.014414344	0	0	0
NR_051996	MGC32805	0	0.033763587	0	0.03336088	0.03567851	0	0	0	0.064263463
NM_003100	SNX2	33.73259354	35.89676285	34.6545639	33.90652466	37.90810394	37.73778915	38.91059875	38.78516769	38.76391602
NM_014035	SNX24	8.025218964	7.087034702	7.665286541	7.980634212	7.702951431	7.390524864	8.740766525	9.585004807	8.435984612
NM_000943	PPIC	13.99257469	14.39268398	13.9464798	14.41319656	17.42866325	14.6093235	12.42068577	12.64715481	11.69803047
NM_001136239	PRDM6	0	0.079417489	0.204505682	0.0627762	0.117490388	0.101971842	0.094210722	0.071229652	0.075579099
NM_153223	CEP120	6.039977074	7.123622417	5.923235416	5.515967369	5.349155903	5.470991611	5.831445694	5.515021801	5.92462492
NM_001031812	CSNK1G3	8.528892517	8.560797691	8.837985039	8.417728424	9.845822334	8.727539063	7.766160011	7.459743977	8.354166985
NM_020747	ZNF608	4.030788898	4.062683582	4.04060173	5.217653275	5.175121784	5.367756367	3.982526541	3.179754257	3.461051226
NM_001146321	GRAMD3	0.795152247	0.888264716	0.719793916	1.021288872	0.904510736	0.898599029	1.373033404	0.814792395	1.275684834
NM_001182	ALDH7A1	22.94116974	24.68254852	23.90565491	23.3294735	24.60024643	24.21115494	21.46329498	20.84702492	21.32974243
NM_032177	PHAX	18.20398712	19.56978607	17.96968842	19.61036873	20.72156143	18.76371574	17.94913292	19.43825722	19.1894474
NM_207408	C5orf48	0	0	0	0	0	0	0	0	0
NM_005573	LMNB1	53.30661011	53.16560745	54.61489105	58.56221771	63.0187912	61.96656036	47.19410324	47.83637619	49.52036667
NM_178450	Mar-03	0.759216964	0.755598962	0.713814914	1.68843472	1.265241385	1.55478704	0.632038653	0.873187602	0.708016813
NM_001164479	C5orf63	0.569848716	0.65177989	0.662297666	0.894917309	0.885530591	1.059690356	0.694530427	0.702257991	0.79750061
NM_032446	MEGF10	0.069148362	0.143893942	0.130121753	0.982880533	1.104051352	0.970656455	0.098954968	0.063126527	0.077400468
NM_130809	PRRC1	16.25426102	15.73599052	15.94047546	15.98385811	17.18094444	16.94716644	16.0221405	15.15951157	15.0437336
NR_015360	FLJ33630	1.89770031	1.660715699	1.451287746	1.174375296	1.13552618	1.324010968	2.269431829	1.953140974	2.029793978
NR_046207	SLC12A2	7.100653648	7.795712471	7.899725914	7.009965897	7.739032269	7.613473415	7.493792057	7.035568714	7.273592472
NM_001999	FBN2	0.009009616	0.00448334	0	0	0	0.004797165	0	0.005026393	0
NM_016048	ISOC1	14.39326	14.82033348	14.87460232	19.88390923	20.89863014	21.32041931	16.43926048	15.53185558	16.34465027
NR_039776	MIR4633	0	0	0	0	0	0	0	0	0
NM_133638	ADAMTS19	0.284788132	0.359012574	0.26199922	0.466750741	0.569061339	0.414469719	0.112075388	0.042368278	0.125875056
NM_001257308	KIAA1024L	0	0	0	0	0	0	0	0	0
NM_175856	CHSY3	0	0.041305277	0	0.081625238	0.029098624	0.058928747	0	0	0
NR_073488	HINT1	234.5818329	254.7124939	262.391449	266.2198181	279.196228	272.7344971	303.4221497	303.9364624	317.9327698
NM_181705	LYRM7	4.626459122	5.076460838	5.05078125	7.363298893	8.161046982	7.7336936	6.471880913	6.437479019	6.333463192
NM_020240	CDC42SE2	10.49173737	10.87571621	11.52687454	13.81257343	14.06342316	13.57883739	12.14233398	11.61805248	12.70293236
NM_001164386	RAPGEF6	4.888021946	4.57789278	4.636271	5.192148685	5.219441414	5.628788471	5.172023773	4.752934933	4.94625473
NM_133372	FNIP1	5.310107708	5.212109089	5.385324478	4.8482728	5.269587517	5.086921215	7.15023613	6.837716103	7.201628208
NM_001009185	ACSL6	0.110835634	0.176491931	0.101966515	0.043596718	0.031083632	0.023605747	0.079966709	0.065956615	0.083980881
NM_000588	IL3	0	0	0	0	0	0	0	0	0
NM_000758	CSF2	0.184622511	0.122495137	0.363962024	29.95594406	30.22483063	26.21390724	0.968750119	0.686662972	0.582873702
NM_004199	P4HA2	22.05967331	22.64647293	22.48490524	42.70171738	42.03219604	42.22034836	25.9738121	27.44421577	26.60622215
NM_003687	PDLIM4	41.13153458	33.39366913	38.26068115	42.64145279	39.75944519	39.92295456	36.4287796	36.24069214	35.02943802
NM_003059	SLC22A4	3.261776924	2.78561902	2.519949913	6.06827116	5.701790333	5.984682083	2.645335674	2.508262157	2.734480858
NR_037898	LOC553103	0.482827365	0.720789731	0.528799117	0.791325271	0.902719736	0.828372598	0.606981754	0.658449173	0.508113086
NR_037500	MIR3936	0	0	0	0.431871742	0	0	0.43208462	0	0.415959865
NM_003060	SLC22A5	7.320076942	6.684202194	7.215343952	11.64473724	11.55531216	11.49665737	8.056797028	8.184059143	7.421333313
NR_045116	C5orf56	1.140225649	0.656984866	1.123911619	4.662068844	3.786797523	5.240339279	1.239894986	1.674007535	0.682070792
NM_002198	IRF1	10.14038658	9.794442177	9.593345642	30.79729271	31.39291191	31.88882446	9.682391167	9.737128258	9.037822723
NM_005732	RAD50	10.39127827	10.9539566	10.84893131	9.447890282	9.64216423	10.36382103	9.315657616	8.979754448	9.044305801
NM_000589	IL4	0	0	0	0	0	0	0	0	0.07403817
NM_007054	KIF3A	4.709738255	4.31845808	4.543417454	5.800623894	5.651448727	5.623819828	3.752513885	3.971440554	4.168241024
NM_001039780	CCNI2	0.430785865	0.469564736	0.50550282	0.302585304	0.194163814	0.50243324	0.464192837	0.434886545	0.388582468
NM_015146	Sep-08	15.51377487	15.36236954	15.29180908	19.57540321	19.71898079	19.90762138	16.82782555	16.04434586	15.78904819
NM_175873	SOWAHA	0.572951078	0.472865999	0.358136386	0.480967939	0.558471322	0.550609648	0.371215314	0.483365446	0.317655206
NM_001172700	SHROOM1	9.063301086	8.218589783	7.263014793	5.413709641	4.348676682	4.096127033	7.036561012	6.437785625	6.66011858
NM_005260	GDF9	0.263071865	0.285619885	0.306454837	0.094071075	0.125757918	0.28014493	0.235293612	0.186792731	0.06795384
NM_014402	UQCRQ	84.18359375	83.23641205	83.2795639	84.28174591	92.02812958	84.19419098	85.85262299	89.67970276	85.93966675
NM_052971	LEAP2	0.956624866	0.612042546	0.60617435	0.335968107	0.287446648	0.436589479	1.008401155	0.914903104	0.517743528
NM_014423	AFF4	15.19885254	15.31211662	14.89689445	12.61534405	13.76222134	13.47338009	15.5636158	13.65018654	14.96370029
NM_017665	ZCCHC10	8.427410126	9.565999031	8.755851746	10.72858238	11.30623531	12.03046513	9.366926193	9.174445152	9.858699799
NM_002154	HSPA4	96.2623291	100.8743057	108.8399658	88.00870514	92.33670044	88.52760315	115.2919235	113.8253937	111.2462311
NM_015082	FSTL4	0.305188596	0.259067446	0.212344989	0.388379663	0.453121036	0.401464403	0.83896023	0.761172652	0.875664294
NM_020199	C5orf15	25.88088036	25.98940659	24.42502594	38.44624329	38.55569077	38.20582199	21.75387955	20.3701992	20.72140503
NR_036625	VDAC1	195.3579102	195.1455841	198.1190338	241.5150146	258.0484619	259.8780823	237.9903107	238.821167	242.7649536
NM_001134851	TCF7	29.55974007	28.22994041	28.67728424	17.46371651	18.76887512	19.90460587	22.47465324	22.75761604	22.9743824
NM_006930	SKP1	141.0446014	132.3740692	145.5015411	117.189415	121.1894531	120.5397873	145.7577209	140.1798706	140.1826477
NM_002715	PPP2CA	97.25885773	92.28396606	95.20069885	91.00353241	97.69091797	93.15732574	98.22364044	94.67193604	96.80863953
NR_037434	MIR3661	148.9544678	175.7901001	188.4893494	146.4765015	177.29245	160.2290955	186.1564636	150.4793396	171.5834503
NM_001113575	CDKL3	0.386476487	0.70139277	0.605033338	0.312979996	0.454267174	0.459977001	0.357867718	0.608787298	0.495236933
NM_003337	UBE2B	22.6950264	22.53205299	22.46080971	19.08541489	22.67064857	22.01704216	22.00330544	22.10618973	20.7995739
NM_080656	CDKN2AIPNL	46.99973297	43.40177155	47.16268921	52.31710052	56.47834396	51.36274719	48.21154785	48.31501007	46.77724457
NM_015288	PHF15	13.61159039	13.47233486	13.89575005	18.30259705	17.60883331	18.39531517	11.85474968	11.99328136	11.8300457
NM_001033503	SAR1B	7.822793007	7.944550037	8.44114399	8.306923866	7.868046761	8.005617142	8.718351364	8.388159752	9.307970047
NM_021982	SEC24A	7.392700672	8.207568169	8.695138931	7.366349697	8.204036713	7.389504433	9.496937752	8.383605957	9.070932388
NM_001745	CAMLG	18.9402771	18.31389809	18.77548218	18.47686577	19.87378883	18.90745163	19.82154274	19.97922707	19.69408417
NM_014829	DDX46	28.88367271	29.0084362	30.70043182	32.62684631	33.76644135	33.94631958	28.86066628	29.72259331	29.62835312
NM_001135586	C5orf24	20.16779137	19.68387032	18.96115875	18.52383804	18.35140228	18.63267136	18.28050232	16.39466858	17.47227669
NM_024715	TXNDC15	10.03120708	9.527243614	9.590796471	6.477490902	7.230483532	6.903001785	8.258684158	7.744270802	8.198547363
NM_032151	PCBD2	5.932040215	6.38901329	6.40785408	6.113037586	5.020797253	4.82430172	6.775624275	7.230896473	6.349597931
NR_039666	MIR4461	3.916991234	1.299441814	3.860948324	0	5.492561817	2.085599661	3.21143961	0.728419483	2.473274946
NM_178019	CATSPER3	0.282718718	0.527571499	0.313507885	0.278015465	0.371662021	0.225800127	0.486766875	0.197158173	0.334715337
NM_002653	PITX1	32.25367737	24.47345734	22.72013664	28.48758888	25.98940659	25.15031052	23.19621849	24.20321274	24.71147346
NR_037895	LOC340073	0.357848585	0.356143296	0.46295628	0.043986935	0.047042776	0.095268138	0.59411633	0.848473787	0.487212241
NM_138610	H2AFY	130.717041	126.6206055	131.4702454	132.690567	134.4885406	130.0291138	97.38072968	95.36692047	96.00587463
NM_006161	NEUROG1	0	0	0	0	0	0	0	0	0.027431406
NM_004887	CXCL14	11.99781227	10.91715527	9.895352364	0	0.025750734	0	12.47855091	10.32709026	12.82454967
NR_027127	LOC340074	0	0.047090445	0	0	0	0	0	0	0
NM_145282	SLC25A48	1.329620957	1.563881993	0.992876589	0.15848504	0.08474762	0.128719255	1.50635004	1.888179898	1.144843698
NM_000590	IL9	0	0	0	0	0	0	0	0	0
NM_000358	TGFBI	84.66658783	74.42442322	80.95970917	135.0488434	134.2515259	137.2227936	116.1884003	115.9347687	112.8474579
NR_030583	VTRNA2-1	0	0	0	0	0	0	0	0	0
NR_026763	SMAD5-AS1	0.080115356	0.079733573	0.052646063	0	0.056170478	0.02843825	0.078821406	0.178782895	0.075879909
NM_001001419	SMAD5	17.31518173	17.20556259	16.61105728	14.5162487	15.19531345	14.52345657	17.29678345	17.16996193	17.67668152
NR_024418	LOC389332	0.113937646	0	0	0.028010551	0	0	0.028024357	0.031782456	0.026978532
NM_020389	TRPC7	0	0	0	0	0	0	0	0	0
NM_004598	SPOCK1	0	0.019921005	0.009865002	0.029525103	0.021050839	0.053288579	0.029539656	0.011166986	0
NM_001257194	KLHL3	0.034600746	0.027548686	0.013642276	0	0	0	0.013616762	0	0.006554302
NM_006805	HNRNPA0	86.75205231	75.91901398	79.2355423	79.7368927	76.30348206	77.33191681	67.88985443	70.92601776	69.45843506
NM_006790	MYOT	0.042526022	0.042323366	0.041917574	0	0	0	0	0	0
NM_001258449	PKD2L2	1.647153735	1.888312697	1.993518233	1.804280877	1.600713253	1.665239453	1.620550394	1.605226636	1.441587329
NM_016603	FAM13B	7.802246094	7.946856499	7.896383286	7.347418785	7.382175446	7.308236599	6.229985237	6.541348934	6.236402512
NM_139199	BRD8	15.41819763	16.27864838	16.14598656	13.28109264	13.00448799	13.71186543	14.44460869	13.42605972	13.77055359
NM_005733	KIF20A	38.37207031	38.11995316	37.91909027	46.36991119	47.33715057	47.57643127	36.02696991	35.9508934	36.75210953
NM_004661	CDC23	21.49813652	21.7309494	21.91501236	23.17323875	24.76701546	24.44239235	19.68963814	20.24567604	20.34709549
NM_001496	GFRA3	0.65046531	0.423277527	0.493198991	0.073805116	0.026310822	0.026641529	0.123069152	0.195402026	0.402819782
NM_001790	CDC25C	14.29871559	16.36743736	14.45436954	14.35284424	14.31701851	14.10779285	15.75321293	16.4894886	15.03552341
NM_001135647	FAM53C	16.04852486	15.22131824	15.48485756	13.72822475	13.56671333	14.48230934	14.75677967	14.16189957	13.9575758
NM_016604	KDM3B	20.16620827	21.39682579	21.03790855	16.97186852	17.73332405	17.782547	18.33362961	17.20814896	17.28006935
NR_073449	REEP2	14.1986618	11.75461483	11.38974094	1.551383853	1.479792118	1.63460958	8.306092262	8.849042892	8.39996624
NM_001964	EGR1	67.0110321	93.58301544	72.03492737	7.089527607	7.290430546	8.317128181	59.97240829	48.0073967	46.28084183
NR_045994	ETF1	64.89417267	67.39878845	69.46707153	74.85157013	80.28331757	78.03395081	79.06699371	78.14370728	78.0986557
NM_004134	HSPA9	115.2209167	119.389267	124.2613907	132.5856018	137.4057007	135.0829468	160.265686	158.0192413	163.0026398
NR_002913	SNORD63	0	0	0	0	0	0	0	0	0
NM_001903	CTNNA1	188.3058167	183.0620117	181.8512573	145.4733734	149.5682678	150.2992401	192.4551544	189.011795	188.0589905
NM_015564	LRRTM2	0.025751365	0	0.025382923	0	0.009027399	0.018281734	0.016890302	0.009577656	0
NM_001037633	SIL1	10.15764332	9.843205452	9.341630936	9.582425117	8.126947403	9.41946888	12.21703911	10.79145432	9.804767609
NM_199189	MATR3	75.42980194	77.19805908	80.94441986	67.79168701	75.62906647	70.78708649	82.69284821	81.24892426	84.56291962
NR_003141	SNHG4	5.665393829	7.299318314	6.017229557	14.77001381	14.41048431	16.46233368	9.549070358	10.53559494	9.0679245
NR_002915	SNORA74A	0	0	0	1.187647343	0	0.514447927	0	0.808545649	0.22877793
